title,author_name,author_position,author_id
KETCH: Knowledge Graph Enhanced Thread Recommendation in Healthcare Forums,dongwon lee,1,2150817685
CPFair: Personalized Consumer and Producer Fairness Re-ranking for Recommender Systems,mohammadmehdi naghiaei,0,2156583314
CPFair: Personalized Consumer and Producer Fairness Re-ranking for Recommender Systems,hossein a. rahmani,1,2065968996
CPFair: Personalized Consumer and Producer Fairness Re-ranking for Recommender Systems,yashar deldjoo,2,2614755
Pareto-Optimal Fairness-Utility Amortizations in Rankings with a DBN Exposure Model,till kletti,0,2088932557
Pareto-Optimal Fairness-Utility Amortizations in Rankings with a DBN Exposure Model,jean-michel renders,1,2822140
Pareto-Optimal Fairness-Utility Amortizations in Rankings with a DBN Exposure Model,patrick loiseau,2,143710789
IAOTP: An Interactive End-to-End Solution for Aspect-Opinion Term Pairs Extraction,ambreen nazir,0,51293593
IAOTP: An Interactive End-to-End Solution for Aspect-Opinion Term Pairs Extraction,rao yuan,1,1492126621
Structure-Aware Semantic-Aligned Network for Universal Cross-Domain Retrieval,jialin tian,0,2087131827
Structure-Aware Semantic-Aligned Network for Universal Cross-Domain Retrieval,xing xu,1,47158869
Structure-Aware Semantic-Aligned Network for Universal Cross-Domain Retrieval,kai wang,2,2175316115
Structure-Aware Semantic-Aligned Network for Universal Cross-Domain Retrieval,zuo cao,3,2117448524
Structure-Aware Semantic-Aligned Network for Universal Cross-Domain Retrieval,xunliang cai,4,2111683220
Structure-Aware Semantic-Aligned Network for Universal Cross-Domain Retrieval,heng tao shen,5,1724393
Few-Shot Stance Detection via Target-Aware Prompt Distillation,yan jiang,0,2117865398
Few-Shot Stance Detection via Target-Aware Prompt Distillation,jinhua gao,1,3223390
Few-Shot Stance Detection via Target-Aware Prompt Distillation,huawei shen,2,2476503
Few-Shot Stance Detection via Target-Aware Prompt Distillation,xueqi cheng,3,2110251463
Pre-train a Discriminative Text Encoder for Dense Retrieval via Contrastive Span Prediction,xinyu ma,0,121875983
Pre-train a Discriminative Text Encoder for Dense Retrieval via Contrastive Span Prediction,jiafeng guo,1,1777025
Pre-train a Discriminative Text Encoder for Dense Retrieval via Contrastive Span Prediction,ruqing zhang,2,2109960367
Pre-train a Discriminative Text Encoder for Dense Retrieval via Contrastive Span Prediction,yixing fan,3,7888704
Pre-train a Discriminative Text Encoder for Dense Retrieval via Contrastive Span Prediction,xueqi cheng,4,1717004
Re-thinking Knowledge Graph Completion Evaluation from an Information Retrieval Perspective,ying zhou,0,2118861530
Re-thinking Knowledge Graph Completion Evaluation from an Information Retrieval Perspective,xuanang chen,1,49794910
Re-thinking Knowledge Graph Completion Evaluation from an Information Retrieval Perspective,ben he,2,2046814249
Re-thinking Knowledge Graph Completion Evaluation from an Information Retrieval Perspective,zheng ye,3,145303604
Re-thinking Knowledge Graph Completion Evaluation from an Information Retrieval Perspective,le sun,4,1918367
QUASER: Question Answering with Scalable Extractive Rationalization,asish ghoshal,0,2730123
QUASER: Question Answering with Scalable Extractive Rationalization,srini iyer,1,1900163
QUASER: Question Answering with Scalable Extractive Rationalization,bhargavi paranjape,2,8005713
QUASER: Question Answering with Scalable Extractive Rationalization,kushal lakhotia,3,1410624139
QUASER: Question Answering with Scalable Extractive Rationalization,scott yih,4,3156075
QUASER: Question Answering with Scalable Extractive Rationalization,yashar mehdad,5,2121361882
ESCM^2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation,hao wang,0,2144221741
ESCM^2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation,tai-wei chang,1,48861902
ESCM^2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation,tianqiao liu,2,2115347033
ESCM^2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation,jianmin huang,3,3068086
ESCM^2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation,zhichao chen,4,2162399554
ESCM^2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation,chao yu,5,2148890704
ESCM^2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation,ruopeng li,6,2162105882
ESCM^2: Entire Space Counterfactual Multi-Task Model for Post-Click Conversion Rate Estimation,wei chu,7,48980295
PEVAE: A hierarchical VAE for personalized explainable recommendation.,zefeng cai,0,2113442256
PEVAE: A hierarchical VAE for personalized explainable recommendation.,zerui cai,1,2152132786
Towards Suicide Ideation Detection Through Online Conversational Context,ramit sawhney,0,51042088
Towards Suicide Ideation Detection Through Online Conversational Context,shivam agarwal,1,1923351
Towards Suicide Ideation Detection Through Online Conversational Context,atula tejaswi neerkaje,2,2125481734
Towards Suicide Ideation Detection Through Online Conversational Context,nikolaos aletras,3,3238627
Towards Suicide Ideation Detection Through Online Conversational Context,preslav nakov,4,2026545715
Towards Suicide Ideation Detection Through Online Conversational Context,lucie flek,5,2157860264
"Positive, Negative and Neutral: Modeling Implicit Feedback in Session-based News Recommendation",shansan gong,0,2165001433
"Positive, Negative and Neutral: Modeling Implicit Feedback in Session-based News Recommendation",kenny zhu,1,2041291246
Less is More: Reweighting Important Spectral Graph Features for Recommendation,shaowen peng,0,2072711285
Less is More: Reweighting Important Spectral Graph Features for Recommendation,kazunari sugiyama,1,3060386
Less is More: Reweighting Important Spectral Graph Features for Recommendation,tsunenori mine,2,47914038
Structured and Natural Responses Co-generation for Conversational Search,chenchen ye,0,2075203721
Structured and Natural Responses Co-generation for Conversational Search,lizi liao,1,2053831159
Structured and Natural Responses Co-generation for Conversational Search,fuli feng,2,2163400298
Structured and Natural Responses Co-generation for Conversational Search,wei ji,3,2072613978
Structured and Natural Responses Co-generation for Conversational Search,tat-seng chua,4,143779329
Is non-IID Data a Threat in Federated Online Learning to Rank?,shuyi wang,0,2108710439
Is non-IID Data a Threat in Federated Online Learning to Rank?,guido zuccon,1,1692855
Towards Feature Selection for Ranking and Classification Exploiting Quantum Annealers,maurizio ferrari dacrema,0,51237994
Towards Feature Selection for Ranking and Classification Exploiting Quantum Annealers,fabio moroni,1,2164384274
Towards Feature Selection for Ranking and Classification Exploiting Quantum Annealers,riccardo nembrini,2,2124653987
Towards Feature Selection for Ranking and Classification Exploiting Quantum Annealers,nicola ferro,3,2046170685
Towards Feature Selection for Ranking and Classification Exploiting Quantum Annealers,guglielmo faggioli,4,80808662
Towards Feature Selection for Ranking and Classification Exploiting Quantum Annealers,paolo cremonesi,5,1709519
"Reduce, Reuse, Recycle: Green Information Retrieval Research",harrisen scells,0,8842143
"Reduce, Reuse, Recycle: Green Information Retrieval Research",shengyao zhuang,1,1630489015
"Reduce, Reuse, Recycle: Green Information Retrieval Research",guido zuccon,2,1692855
Where Do Queries Come From?,marwah alaofi,0,73067160
Where Do Queries Come From?,luke gallagher,1,35154089
Where Do Queries Come From?,dana mckay,2,4797155
Where Do Queries Come From?,lauren l. saling,3,2796370
Where Do Queries Come From?,mark sanderson,4,144721996
Where Do Queries Come From?,falk scholer,5,1732541
Where Do Queries Come From?,damiano spina,6,1630446247
Where Do Queries Come From?,ryen w. white,7,34286525
Competitive Search,oren kurland,0,1779654
Competitive Search,moshe tennenholtz,1,1708847
On Natural Language User Profiles for Transparent and Scrutable Recommendation,filip radlinski,0,1803571
On Natural Language User Profiles for Transparent and Scrutable Recommendation,krisztian balog,1,1680484
On Natural Language User Profiles for Transparent and Scrutable Recommendation,fernando diaz,2,2164035897
On Natural Language User Profiles for Transparent and Scrutable Recommendation,lucas dixon,3,2065639113
On Natural Language User Profiles for Transparent and Scrutable Recommendation,ben wedin,4,2010374630
Retrieval-Enhanced Machine Learning,hamed zamani,0,2499986
Retrieval-Enhanced Machine Learning,fernando diaz,1,145472333
Retrieval-Enhanced Machine Learning,mostafa dehghani,2,3226635
Retrieval-Enhanced Machine Learning,donald metzler,3,1680617
Retrieval-Enhanced Machine Learning,michael bendersky,4,1815447
Where Does the Performance Improvement Come From? - A Reproducibility Concern about Image-Text Retrieval,jun rao,0,2142545243
Where Does the Performance Improvement Come From? - A Reproducibility Concern about Image-Text Retrieval,fei wang,1,39586294
Where Does the Performance Improvement Come From? - A Reproducibility Concern about Image-Text Retrieval,liang ding,2,46573238
Where Does the Performance Improvement Come From? - A Reproducibility Concern about Image-Text Retrieval,shuhan qi,3,1679286
Where Does the Performance Improvement Come From? - A Reproducibility Concern about Image-Text Retrieval,yibing zhan,4,1895813
Where Does the Performance Improvement Come From? - A Reproducibility Concern about Image-Text Retrieval,weifeng liu,5,2140409319
Where Does the Performance Improvement Come From? - A Reproducibility Concern about Image-Text Retrieval,dacheng tao,6,143719920
State Encoders in Reinforcement Learning for Recommendation: A Reproducibility Study,jin huang,0,2143649323
State Encoders in Reinforcement Learning for Recommendation: A Reproducibility Study,harrie oosterhuis,1,143624743
State Encoders in Reinforcement Learning for Recommendation: A Reproducibility Study,bunyamin cetinkaya,2,2005391663
State Encoders in Reinforcement Learning for Recommendation: A Reproducibility Study,thijs rood,3,2164703243
State Encoders in Reinforcement Learning for Recommendation: A Reproducibility Study,maarten de rijke,4,1696030
Another Look at Information Retrieval as Statistical Translation,yuqi liu,0,2144468595
Another Look at Information Retrieval as Statistical Translation,chengcheng hu,1,2118956992
Another Look at Information Retrieval as Statistical Translation,jimmy lin,2,145580839
Experiments on Generalizability of User-Oriented Fairness in Recommender Systems,hossein a. rahmani,0,2065968996
Experiments on Generalizability of User-Oriented Fairness in Recommender Systems,mohammadmehdi naghiaei,1,2156583314
Experiments on Generalizability of User-Oriented Fairness in Recommender Systems,mahdi dehghan,2,39966060
Experiments on Generalizability of User-Oriented Fairness in Recommender Systems,mohammad aliannejadi,3,2126243285
Users and Contemporary SERPs: A (Re-)Investigation,nirmal roy,0,49217627
Users and Contemporary SERPs: A (Re-)Investigation,david maxwell,1,2064174438
Users and Contemporary SERPs: A (Re-)Investigation,claudia hauff,2,2731925
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",tianyu zhao,0,2153707438
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",cheng yang,1,2154170623
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",yibo li,2,2155425867
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",quan gan,3,47594426
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",zhenyi wang,4,2108306179
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",fengqi liang,5,2155272939
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",huan zhao,6,2153033246
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",yingxia shao,7,2237813
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",xiao wang,8,2118449003
"Space4HGNN: A Novel, Modularized and Reproducible Platform to Evaluate Heterogeneous Graph Neural Network",chuan shi,9,2151458697
An Inspection of the Reproducibility and Replicability of TCT-ColBERT,xiao wang,0,2144550968
An Inspection of the Reproducibility and Replicability of TCT-ColBERT,sean macavaney,1,22214396
An Inspection of the Reproducibility and Replicability of TCT-ColBERT,craig macdonald,2,145434248
An Inspection of the Reproducibility and Replicability of TCT-ColBERT,iadh ounis,3,1698205
Item Similarity Mining for Multi-Market Recommendation,jiangxia cao,0,2115871859
Item Similarity Mining for Multi-Market Recommendation,xin cong,1,2024380701
Item Similarity Mining for Multi-Market Recommendation,tingwen liu,2,2079682
Item Similarity Mining for Multi-Market Recommendation,bin wang,3,1864982637
MetaCVR: Conversion Rate Prediction via Meta Learning in Small-Scale Recommendation Scenarios,xiaofeng pan,0,47419996
MetaCVR: Conversion Rate Prediction via Meta Learning in Small-Scale Recommendation Scenarios,ming li,1,2150653116
MetaCVR: Conversion Rate Prediction via Meta Learning in Small-Scale Recommendation Scenarios,jing zhang,2,2155700131
MetaCVR: Conversion Rate Prediction via Meta Learning in Small-Scale Recommendation Scenarios,keren yu,3,2149446153
MetaCVR: Conversion Rate Prediction via Meta Learning in Small-Scale Recommendation Scenarios,luping wang,4,2446856
MetaCVR: Conversion Rate Prediction via Meta Learning in Small-Scale Recommendation Scenarios,hong wen,5,2075349262
